RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,MAR,RELP,SCH,SCHL,SEX,WAGP,ESR,HISP,INDP,MSP,OC,OCCP10,PERNP,PINCP,RAC1P,RC
P,2.01E+12,2,1401,-9,22,1071861,37,24,5,2,1,16,1,17500,3,1,770,6,0,6420,17500,17500,2,0
P,2.01E+12,1,1300,-9,22,1071861,3,86,2,0,1,18,2,0,6,1,,3,0,,0,21200,1,0
P,2.01E+12,1,1502,-9,22,1071861,33,55,5,0,1,21,1,80000,1,1,8180,6,0,350,80000,80000,1,0
P,2.01E+12,2,1502,-9,22,1071861,47,72,5,5,1,14,1,0,6,1,,6,0,,0,6800,1,0
P,2.01E+12,1,1600,-9,22,1071861,32,64,1,0,1,21,1,33000,1,1,7290,1,0,1530,33000,90000,1,0
P,2.01E+12,2,1600,-9,22,1071861,22,63,1,1,1,21,2,0,6,1,,1,0,,0,34400,1,0
P,2.01E+12,1,1501,-9,22,1071861,3,18,5,16,1,13,2,9200,6,1,8680,6,0,4720,9200,10800,2,0
P,2.01E+12,1,1300,-9,22,1071861,27,73,2,0,1,16,2,0,6,1,,3,0,,0,13500,2,0
P,2.01E+12,2,1300,-9,22,1071861,22,16,5,7,2,10,1,0,6,1,,6,0,,0,3800,2,1
P,2.01E+12,1,1600,-9,22,1071861,36,78,3,0,1,14,2,0,6,1,5170,4,0,4760,0,9100,1,0
P,2.01E+12,1,1600,-9,22,1071861,36,52,1,0,1,21,1,74000,1,1,770,2,0,220,74000,74000,1,0
P,2.01E+12,1,1402,-9,22,1071861,20,48,1,0,1,19,1,76000,1,1,2290,1,0,1550,76000,76000,1,0
P,2.01E+12,2,1402,-9,22,1071861,15,50,1,1,1,16,2,20000,1,1,8180,1,0,5110,20000,20000,1,0
P,2.01E+12,1,1600,-9,22,1071861,24,77,2,0,1,19,2,0,6,1,,3,0,,0,17400,1,0
P,2.01E+12,1,1600,-9,22,1071861,16,56,1,0,1,19,1,78000,1,1,770,1,0,7220,78000,78050,1,0
P,2.01E+12,2,1600,-9,22,1071861,14,43,1,1,1,19,2,24000,3,1,8190,1,0,3510,24000,24050,1,0
P,2.01E+12,1,1600,-9,22,1071861,23,46,1,0,1,19,1,90000,1,1,9590,1,0,3850,90000,90000,2,0
P,2.01E+12,2,1600,-9,22,1071861,23,46,1,1,1,21,2,35000,1,1,9490,1,0,5820,35000,35000,2,0
P,2.01E+12,3,1600,-9,22,1071861,27,11,5,2,3,8,2,,,1,,,1,,,,2,1
P,2.01E+12,1,1401,-9,22,1071861,27,39,5,0,1,17,2,35000,1,1,8590,6,0,4620,35000,35000,6,0
P,2.01E+12,2,1401,-9,22,1071861,30,12,5,2,2,7,2,,,1,,,1,,,,6,1
P,2.01E+12,3,1401,-9,22,1071861,16,70,3,6,1,16,2,0,6,1,,4,0,,0,0,1,0
P,2.01E+12,4,1401,-9,22,1071861,13,38,5,15,1,17,2,25000,1,1,8590,6,0,4400,25000,25000,1,0
P,2.01E+12,5,1401,-9,22,1071861,13,19,5,15,2,14,2,0,6,24,,6,0,,0,0,1,0
P,2.01E+12,6,1401,-9,22,1071861,7,15,5,15,2,11,1,0,,2,,6,0,,,0,8,0
P,2.01E+12,1,1300,-9,22,1071861,18,55,5,16,1,13,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1402,-9,22,1071861,14,59,1,0,1,21,2,24000,1,1,5580,1,0,7750,24000,24000,1,0
P,2.01E+12,2,1402,-9,22,1071861,12,55,1,1,1,20,1,5000,1,1,4670,1,0,7150,6000,46000,1,0
P,2.01E+12,1,1401,-9,22,1071861,21,60,5,0,1,22,2,40300,1,1,7860,6,0,4010,40300,40300,2,0
P,2.01E+12,1,1401,-9,22,1071861,13,34,4,0,1,16,1,70000,1,1,4195,5,0,4850,70000,70000,1,0
P,2.01E+12,1,1501,-9,22,1071861,17,86,2,16,1,21,2,0,6,1,,3,0,,0,8900,1,0
P,2.01E+12,1,1300,-9,22,1071861,46,23,5,0,1,12,2,700,6,1,5390,6,0,5620,700,700,1,0
P,2.01E+12,2,1300,-9,22,1071861,64,35,4,13,1,14,1,25000,1,1,2290,5,0,4220,25000,25000,1,0
P,2.01E+12,1,1300,-9,22,1071861,5,62,2,16,1,13,1,0,6,1,770,3,0,6260,0,0,2,0
P,2.01E+12,1,1401,-9,22,1071861,32,35,4,0,1,22,1,0,1,1,6070,5,0,5240,100000,100000,2,0
P,2.01E+12,1,1600,-9,22,1071861,18,20,5,0,1,19,1,20000,1,1,2070,6,0,8730,20000,20000,1,0
P,2.01E+12,1,1300,-9,22,1071861,5,81,2,0,1,12,2,0,6,1,,3,0,,0,12700,2,0
P,2.01E+12,1,1501,-9,22,1071861,19,89,2,16,1,19,2,0,6,1,,3,0,,0,15900,1,0
P,2.01E+12,1,1401,-9,22,1071861,17,33,1,0,1,16,1,52000,1,1,770,1,0,6260,52000,52000,1,0
P,2.01E+12,2,1401,-9,22,1071861,25,31,1,1,1,20,2,32000,1,1,5480,1,0,5860,32000,32000,1,0
P,2.01E+12,3,1401,-9,22,1071861,18,4,5,2,2,2,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1401,-9,22,1071861,31,1,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1402,-9,22,1071861,24,64,1,0,1,16,1,0,6,1,,1,0,,0,2600,1,0
P,2.01E+12,2,1402,-9,22,1071861,25,64,1,1,1,18,2,8000,1,1,7860,1,0,2540,8000,16900,1,0
P,2.01E+12,1,1600,-9,22,1071861,19,49,2,0,1,16,2,65000,1,1,6990,3,0,5700,65000,65000,1,0
P,2.01E+12,1,1402,-9,22,1071861,4,33,5,17,1,1,2,0,6,1,,6,0,,0,0,1,0
P,2.01E+12,1,1501,-9,22,1071861,21,85,2,0,1,16,1,0,6,1,,3,0,,0,31200,1,0
P,2.01E+12,1,1600,-9,22,1071861,18,30,5,0,1,13,1,17700,1,1,7690,6,0,9150,17700,17700,1,0
P,2.01E+12,2,1600,-9,22,1071861,25,4,5,2,1,1,1,,,1,,,1,,,,1,1
P,2.01E+12,3,1600,-9,22,1071861,19,30,5,13,1,13,2,0,6,1,8470,6,0,4600,0,0,1,0
P,2.01E+12,1,1600,-9,22,1071861,18,39,1,0,1,23,1,0,1,1,7270,1,0,2100,49000,49040,1,0
P,2.01E+12,2,1600,-9,22,1071861,18,39,1,1,1,19,2,26500,1,1,7280,1,0,5120,26500,26500,1,0
P,2.01E+12,3,1600,-9,22,1071861,16,5,5,2,3,2,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1502,-9,22,1071861,11,70,1,0,1,19,1,0,6,1,,1,0,,0,32700,1,0
P,2.01E+12,2,1502,-9,22,1071861,11,58,1,1,1,21,2,0,6,1,,1,0,,0,0,1,0
P,2.01E+12,1,1300,-9,22,1071861,5,50,1,0,1,16,1,28800,2,1,180,1,0,205,34300,34300,1,0
P,2.01E+12,2,1300,-9,22,1071861,4,56,1,1,1,16,2,18200,2,1,9470,1,0,3640,18200,18200,1,0
P,2.01E+12,3,1300,-9,22,1071861,3,17,5,2,3,14,2,800,1,1,8680,6,1,5400,800,800,1,1
P,2.01E+12,1,1501,-9,22,1071861,25,31,3,0,1,17,2,6300,1,1,8170,4,0,4610,6300,6710,2,0
P,2.01E+12,2,1501,-9,22,1071861,29,13,5,2,2,8,1,,,1,,,1,,,,2,1
P,2.01E+12,3,1501,-9,22,1071861,27,11,5,2,2,7,2,,,1,,,1,,,,2,1
P,2.01E+12,4,1501,-9,22,1071861,29,10,5,2,2,6,1,,,1,,,1,,,,2,1
P,2.01E+12,5,1501,-9,22,1071861,26,8,5,2,2,4,2,,,1,,,1,,,,2,1
P,2.01E+12,1,1402,-9,22,1071861,11,69,1,0,1,17,1,0,6,1,8680,1,0,310,0,51700,1,0
P,2.01E+12,2,1402,-9,22,1071861,11,68,1,1,1,17,2,0,6,1,,1,0,,0,6600,1,0
P,2.01E+12,1,1300,-9,22,1071861,11,34,1,0,1,21,2,48000,1,1,7860,1,0,2310,48000,48000,1,0
P,2.01E+12,2,1300,-9,22,1071861,8,36,1,1,1,19,1,35000,1,1,2290,1,0,9630,35000,35000,1,0
P,2.01E+12,3,1300,-9,22,1071861,12,4,5,2,1,1,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1300,-9,22,1071861,7,1,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1300,-9,22,1071861,12,46,2,16,1,16,2,0,6,1,,3,0,,0,0,2,0
P,2.01E+12,1,1402,-9,22,1071861,22,76,2,0,1,21,1,0,6,1,,3,0,,0,52000,1,0
P,2.01E+12,1,1600,-9,22,1071861,17,66,2,0,1,14,2,0,6,1,7860,3,0,9120,0,11000,1,0
P,2.01E+12,2,1600,-9,22,1071861,20,25,5,15,1,11,1,2400,1,1,770,6,0,8140,2400,2400,1,0
P,2.01E+12,1,1402,-9,22,1071861,46,84,2,0,1,16,2,0,6,1,,3,0,,0,34900,1,0
P,2.01E+12,1,1600,-9,22,1071861,9,60,1,0,1,21,2,0,6,1,9470,1,0,740,0,29000,2,0
P,2.01E+12,2,1600,-9,22,1071861,10,62,1,1,1,19,1,0,6,1,,1,0,,0,9600,2,0
P,2.01E+12,3,1600,-9,22,1071861,12,14,5,7,2,11,1,,,1,,,0,,,,2,1
P,2.01E+12,4,1600,-9,22,1071861,12,11,5,7,2,8,1,,,1,,,0,,,,2,1
P,2.01E+12,1,1501,-9,22,1071861,10,66,1,0,1,22,1,60000,1,1,9480,1,0,1240,60000,85300,1,0
P,2.01E+12,2,1501,-9,22,1071861,12,65,1,1,1,19,2,9000,1,1,7490,1,0,5000,9000,18400,1,0
P,2.01E+12,1,1402,-9,22,1071861,53,43,3,0,1,22,2,62000,1,1,9370,4,0,800,62000,62000,1,0
P,2.01E+12,2,1402,-9,22,1071861,60,47,3,13,1,16,1,32000,1,1,4670,4,0,4760,32000,33000,1,0
P,2.01E+12,1,1501,-9,22,1071861,11,47,3,0,1,21,2,0,6,1,9570,4,0,5310,0,7300,2,0
P,2.01E+12,1,1600,-9,22,1071861,20,36,3,0,1,21,2,49500,1,1,7270,4,0,2145,49500,67500,1,0
P,2.01E+12,2,1600,-9,22,1071861,17,12,5,2,2,9,2,,,1,,,1,,,,1,1
P,2.01E+12,3,1600,-9,22,1071861,15,9,5,2,2,6,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1600,-9,22,1071861,15,7,5,2,3,4,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1502,-9,22,1071861,11,44,1,0,1,22,2,35000,1,1,8680,1,0,310,35500,35500,1,0
P,2.01E+12,2,1502,-9,22,1071861,12,42,1,1,1,22,1,40000,1,1,6770,1,0,2430,40000,40000,1,0
P,2.01E+12,3,1502,-9,22,1071861,11,13,5,2,3,10,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1502,-9,22,1071861,11,11,5,2,3,8,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1401,-9,22,1071861,21,74,1,0,1,16,1,0,6,1,4090,1,0,710,0,37400,1,0
P,2.01E+12,2,1401,-9,22,1071861,19,72,1,1,1,16,2,0,6,1,,1,0,,0,9300,1,0
P,2.01E+12,1,1300,-9,22,1071861,14,33,1,0,3,16,2,34000,1,1,8190,1,0,5260,34000,34000,9,0
P,2.01E+12,2,1300,-9,22,1071861,20,28,1,1,1,16,1,40000,1,1,6170,1,0,9130,40000,40000,2,0
P,2.01E+12,1,1502,-9,22,1071861,12,77,1,0,1,19,1,25000,6,1,8290,1,0,420,25000,66000,1,0
P,2.01E+12,2,1502,-9,22,1071861,15,74,1,1,1,19,2,0,6,1,,1,0,,0,7200,1,0
P,2.01E+12,1,1600,-9,22,1071861,91,53,5,0,1,16,1,37000,1,1,770,6,0,5600,37000,40000,1,0
P,2.01E+12,2,1600,-9,22,1071861,94,14,5,2,2,10,2,,,1,,,1,,,,1,1
P,2.01E+12,3,1600,-9,22,1071861,115,44,3,13,1,21,2,6400,3,1,4770,4,0,4760,6400,6400,1,0
P,2.01E+12,1,1502,-9,22,1071861,23,69,2,0,1,16,2,11500,1,1,9160,3,0,5940,11500,27800,1,0
P,2.01E+12,1,1300,-9,22,1071861,16,51,3,0,1,20,1,76000,1,1,570,4,0,1105,76000,79000,1,0
P,2.01E+12,1,1402,-9,22,1071861,18,49,3,0,1,17,2,18500,1,23,8370,4,0,4610,18500,18500,1,0
P,2.01E+12,2,1402,-9,22,1071861,18,52,3,13,1,19,1,7000,1,1,5580,4,0,4720,7000,7000,1,0
P,2.01E+12,1,1502,-9,22,1071861,30,37,1,0,1,21,2,41000,1,1,4290,1,0,520,41000,41000,1,0
P,2.01E+12,2,1502,-9,22,1071861,35,41,1,1,1,20,1,55000,1,1,9590,1,0,8640,55000,55000,1,0
P,2.01E+12,1,1502,-9,22,1071861,24,51,1,0,1,21,1,85000,1,1,770,1,0,220,85000,85000,1,0
P,2.01E+12,2,1502,-9,22,1071861,24,57,1,1,1,20,2,0,6,1,,1,0,,0,13200,1,0
P,2.01E+12,1,1600,-9,22,1071861,24,30,1,0,1,10,2,32000,1,1,5390,1,0,4700,32000,32000,1,0
P,2.01E+12,2,1600,-9,22,1071861,23,33,1,1,1,14,1,0,6,1,770,1,0,6420,0,0,1,0
P,2.01E+12,3,1600,-9,22,1071861,20,15,5,2,2,11,2,0,,1,,6,1,,,0,1,1
P,2.01E+12,4,1600,-9,22,1071861,18,11,5,2,2,7,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1502,-9,22,1071861,106,53,3,0,1,20,2,60000,1,1,8560,4,0,2600,60000,80900,1,0
P,2.01E+12,2,1502,-9,22,1071861,71,17,5,2,3,13,1,4500,1,1,4870,6,1,5620,4500,4500,1,1
P,2.01E+12,3,1502,-9,22,1071861,93,14,5,2,3,10,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1071861,100,68,1,0,1,12,1,1800,6,1,3190,1,0,630,1800,11800,1,0
P,2.01E+12,2,1600,-9,22,1071861,89,60,1,1,1,13,2,0,6,1,,1,0,,0,0,1,0
P,2.01E+12,1,1502,-9,22,1071861,26,21,5,0,1,17,1,8000,1,1,8680,6,0,4020,8000,8000,2,0
P,2.01E+12,1,1300,-9,22,1071861,3,69,2,0,1,16,2,0,6,1,,3,0,,0,8000,2,0
P,2.01E+12,1,1501,-9,22,1071861,2,47,4,16,1,19,2,9700,6,1,8680,5,0,4020,9700,9700,1,0
P,2.01E+12,1,1501,-9,22,1071861,10,54,4,0,1,17,1,30000,1,1,9370,5,0,7315,30000,30000,2,0
P,2.01E+12,1,1502,-9,22,1071861,16,66,1,0,1,21,1,0,6,1,,1,0,,0,25000,1,0
P,2.01E+12,2,1502,-9,22,1071861,19,65,1,1,1,22,2,0,6,1,7860,1,0,2310,0,12600,1,0
P,2.01E+12,1,1502,-9,22,1071861,20,40,1,0,1,14,1,0,6,1,,2,0,,0,12000,2,0
P,2.01E+12,1,1600,-9,22,1071861,14,65,1,0,1,16,1,26000,1,1,8880,1,0,7630,26000,26000,1,0
P,2.01E+12,2,1600,-9,22,1071861,16,62,1,1,1,17,2,3500,6,1,8880,1,0,5860,3500,3500,1,0
P,2.01E+12,1,1300,-9,22,1071861,6,31,5,16,1,17,1,0,6,1,770,6,0,6250,0,0,1,0
P,2.01E+12,1,1600,-9,22,1071861,33,53,3,0,1,19,2,35000,1,1,9480,4,0,3500,35000,35000,1,0
P,2.01E+12,1,1300,-9,22,1071861,5,30,1,0,1,20,2,45000,1,1,9370,1,0,800,45000,46200,2,0
P,2.01E+12,2,1300,-9,22,1071861,7,32,1,1,1,20,1,0,1,1,7070,1,0,4920,20800,20800,2,0
P,2.01E+12,3,1300,-9,22,1071861,6,10,5,2,1,7,2,,,1,,,1,,,,2,1
P,2.01E+12,4,1300,-9,22,1071861,5,9,5,2,2,5,2,,,1,,,1,,,,2,1
P,2.01E+12,5,1300,-9,22,1071861,5,2,5,2,,,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1501,-9,22,1071861,12,62,5,0,1,18,2,0,3,1,7290,6,0,1060,0,16800,1,0
P,2.01E+12,1,1600,-9,22,1071861,17,56,2,0,1,16,2,0,2,1,8680,3,0,4720,22000,22000,1,0
P,2.01E+12,1,1300,-9,22,1071861,3,92,2,0,1,16,2,0,6,1,,3,0,,0,6900,1,0
P,2.01E+12,1,1502,-9,22,1071861,10,45,5,0,2,19,2,22000,6,1,9160,6,0,2340,22000,30240,2,0
P,2.01E+12,2,1502,-9,22,1071861,19,20,5,2,1,19,1,30000,1,1,2290,6,0,4250,30000,30000,2,0
P,2.01E+12,3,1502,-9,22,1071861,20,64,3,6,1,16,2,13000,1,1,5592,4,0,4760,13000,13000,2,0
P,2.01E+12,1,1300,-9,22,1071861,9,45,1,0,1,22,2,32000,1,1,7860,1,0,2310,32000,32000,1,0
P,2.01E+12,2,1300,-9,22,1071861,10,44,1,1,1,18,1,48000,1,1,8180,1,0,3500,48000,48000,1,0
P,2.01E+12,3,1300,-9,22,1071861,7,13,5,2,3,11,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1300,-9,22,1071861,7,11,5,2,3,8,1,,,1,,,1,,,,1,1
P,2.01E+12,5,1300,-9,22,1071861,8,8,5,2,3,5,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1402,-9,22,1071861,9,92,1,0,1,16,1,0,6,1,,1,0,,0,8400,1,0
P,2.01E+12,2,1402,-9,22,1071861,8,81,1,1,1,12,2,0,6,1,,1,0,,0,5400,1,0
P,2.01E+12,1,1401,-9,22,1071861,21,44,1,0,1,16,2,0,6,1,,1,0,,0,0,1,0
P,2.01E+12,2,1401,-9,22,1071861,25,46,1,1,1,16,1,0,1,1,770,1,0,6200,15000,15000,1,0
P,2.01E+12,1,1501,-9,22,1071861,8,59,5,0,1,16,2,153000,1,1,9570,6,0,430,153000,168000,1,0
P,2.01E+12,1,1502,-9,22,1071861,11,18,5,17,2,18,1,4000,1,1,5275,6,0,4760,4000,4000,1,0
P,2.01E+12,1,1501,-9,22,1071861,28,46,5,17,1,1,2,0,6,1,,6,0,,0,0,1,0
P,2.01E+12,1,1501,-9,22,1071861,3,50,5,17,1,20,1,8000,3,1,7680,6,0,3930,8000,8000,1,0
P,2.01E+12,1,1600,-9,22,1071861,12,49,3,0,1,11,1,1200,1,1,7770,4,0,4210,19200,19200,1,0
P,2.01E+12,1,1600,-9,22,1071861,26,44,1,0,1,21,2,0,6,1,,1,0,,0,7700,1,0
P,2.01E+12,2,1600,-9,22,1071861,22,48,1,1,1,16,1,0,1,1,770,1,0,430,10000,13300,1,0
P,2.01E+12,3,1600,-9,22,1071861,26,19,5,2,3,19,1,160,1,1,770,6,0,6260,160,160,1,0
P,2.01E+12,4,1600,-9,22,1071861,21,17,5,2,2,14,1,510,1,1,770,6,1,6230,510,510,1,1
P,2.01E+12,5,1600,-9,22,1071861,21,14,5,2,2,11,2,,,1,,,1,,,,1,1
P,2.01E+12,6,1600,-9,22,1071861,19,9,5,2,2,7,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1502,-9,22,1071861,11,75,1,0,1,21,1,0,6,1,,1,0,,0,42050,1,0
P,2.01E+12,2,1502,-9,22,1071861,13,72,1,1,1,16,2,0,6,1,,1,0,,0,4900,1,0
P,2.01E+12,1,1402,-9,22,1071861,53,28,5,0,1,21,2,0,1,1,770,6,0,50,85000,85000,1,0
P,2.01E+12,1,1300,-9,22,1071861,3,59,2,0,1,20,1,0,6,1,,3,0,,0,70000,1,0
P,2.01E+12,1,1501,-9,22,1071861,18,52,1,0,1,16,1,80000,1,1,7870,1,0,6320,80000,80000,2,0
P,2.01E+12,2,1501,-9,22,1071861,19,44,1,1,1,19,2,20000,1,1,8370,1,0,5000,20000,20000,2,0
P,2.01E+12,3,1501,-9,22,1071861,29,23,5,4,1,14,1,0,3,1,8680,6,0,4020,0,0,2,0
P,2.01E+12,1,1600,-9,22,1071861,35,72,1,0,1,18,1,64000,1,1,7190,1,0,5000,64000,83000,1,0
P,2.01E+12,2,1600,-9,22,1071861,39,56,1,1,1,16,2,34000,1,1,770,1,0,5700,34000,34000,1,0
P,2.01E+12,1,1502,-9,22,1071861,17,23,5,0,2,19,1,12500,1,1,7290,6,0,1420,12500,12500,1,0
P,2.01E+12,1,1300,-9,22,1071861,10,62,2,0,1,20,2,13000,1,1,7860,3,0,2540,13000,33400,1,0
P,2.01E+12,1,1501,-9,22,1071861,11,92,4,0,1,22,2,0,6,1,,5,0,,0,51320,2,0
P,2.01E+12,1,1502,-9,22,1071861,24,58,1,0,1,21,1,36500,6,1,7380,1,0,1020,36500,103000,1,0
P,2.01E+12,2,1502,-9,22,1071861,24,58,1,1,1,21,2,0,6,1,,1,0,,0,0,1,0
P,2.01E+12,1,1401,-9,22,1071861,12,48,1,0,1,20,1,90000,1,1,570,1,0,430,90000,90000,1,0
P,2.01E+12,2,1401,-9,22,1071861,16,48,1,1,1,22,2,0,6,1,,1,0,,0,16000,1,0
P,2.01E+12,3,1401,-9,22,1071861,9,11,5,2,3,8,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1401,-9,22,1071861,10,4,5,2,3,2,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1402,-9,22,1071861,69,28,1,0,1,16,2,35000,1,1,6970,1,0,5120,35000,35000,1,0
P,2.01E+12,2,1402,-9,22,1071861,89,30,1,1,1,21,1,66000,1,1,3380,1,0,8220,66000,66000,1,0
P,2.01E+12,3,1402,-9,22,1071861,69,3,5,2,1,1,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1402,-9,22,1071861,69,1,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1502,-9,22,1071861,18,78,1,0,1,24,1,0,6,1,,1,0,,0,65000,6,0
P,2.01E+12,2,1502,-9,22,1071861,18,77,1,1,1,18,2,0,6,1,,1,0,,0,13000,6,0
P,2.01E+12,1,1300,-9,22,1071861,5,55,5,0,1,14,2,0,6,1,,6,0,,0,8100,2,0
P,2.01E+12,1,1300,-9,22,1071861,30,46,1,0,1,16,2,30000,1,1,7980,1,0,3640,30000,30000,1,0
P,2.01E+12,2,1300,-9,22,1071861,53,35,1,1,1,16,1,27000,1,1,6170,1,0,9130,27000,27000,1,0
P,2.01E+12,1,1401,-9,22,1071861,39,53,4,0,1,19,2,27000,1,1,7970,5,0,3645,27000,27000,1,0
P,2.01E+12,2,1401,-9,22,1071861,33,18,5,2,2,14,1,0,6,1,,6,0,,0,0,1,0
P,2.01E+12,3,1401,-9,22,1071861,35,10,5,2,2,7,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1071861,19,47,3,0,1,16,1,72000,1,1,580,4,0,7700,72000,72000,1,0
P,2.01E+12,2,1600,-9,22,1071861,21,20,5,2,2,19,1,7000,1,1,4870,6,0,5240,7000,7000,1,0
P,2.01E+12,1,1300,-9,22,1071861,22,36,1,0,1,12,2,0,3,1,5390,1,0,4720,0,8100,2,0
P,2.01E+12,2,1300,-9,22,1071861,29,46,1,1,1,16,1,0,6,1,,1,0,,0,8100,2,0
P,2.01E+12,3,1300,-9,22,1071861,37,19,5,2,1,16,2,1200,3,1,4970,6,0,4050,1200,1200,2,0
P,2.01E+12,4,1300,-9,22,1071861,21,18,5,2,2,13,1,7200,1,1,4970,6,0,5620,7200,7200,2,0
P,2.01E+12,5,1300,-9,22,1071861,21,17,5,2,2,12,1,0,3,1,9920,6,1,9920,0,0,2,1
P,2.01E+12,6,1300,-9,22,1071861,25,14,5,2,2,10,2,,,1,,,1,,,,2,1
P,2.01E+12,7,1300,-9,22,1071861,23,10,5,2,2,4,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1600,-9,22,1071861,2,70,2,0,1,16,2,0,6,1,,3,0,,0,18000,1,0
P,2.01E+12,1,1300,-9,22,1071861,2,53,4,0,1,17,2,0,6,1,8190,5,0,3600,0,8100,9,0
P,2.01E+12,1,1300,-9,22,1071861,12,75,3,0,1,16,2,0,6,1,,4,0,,0,15600,1,0
P,2.01E+12,2,1300,-9,22,1071861,11,39,3,2,1,16,2,9800,1,24,8590,4,0,4120,9800,9800,1,0
P,2.01E+12,3,1300,-9,22,1071861,11,17,5,7,2,13,2,200,1,24,8590,6,0,4620,200,200,1,1
P,2.01E+12,1,1300,-9,22,1071861,16,47,5,0,3,19,2,44000,1,1,6990,6,0,540,44000,44000,2,0
P,2.01E+12,2,1300,-9,22,1071861,13,14,5,2,2,9,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1300,-9,22,1071861,19,51,3,0,1,18,2,0,6,1,3590,4,0,8220,0,18500,1,0
P,2.01E+12,2,1300,-9,22,1071861,13,26,5,2,1,14,1,4200,3,1,8680,6,0,4020,4200,4200,2,0
P,2.01E+12,3,1300,-9,22,1071861,13,36,5,13,1,16,1,0,3,1,9920,6,0,9920,0,0,2,0
P,2.01E+12,4,1300,-9,22,1071861,9,15,5,15,2,11,2,0,,1,,6,0,,,0,2,0
P,2.01E+12,1,1402,-9,22,1071861,17,43,1,0,1,21,1,0,1,1,7470,1,0,2850,120000,120000,1,0
P,2.01E+12,2,1402,-9,22,1071861,14,43,1,1,1,21,2,90000,1,1,8170,1,0,50,90000,90000,1,0
P,2.01E+12,3,1402,-9,22,1071861,15,6,5,2,2,2,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1402,-9,22,1071861,26,1,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1502,-9,22,1071861,50,64,3,0,1,19,2,0,6,1,7590,4,0,5010,0,11700,9,0
P,2.01E+12,1,1502,-9,22,1071861,16,52,1,0,1,22,1,150000,1,1,7290,1,0,430,150000,150000,1,0
P,2.01E+12,2,1502,-9,22,1071861,16,50,1,1,1,19,2,11000,1,1,7860,1,0,2310,11000,11000,1,0
P,2.01E+12,1,1600,-9,22,1071861,33,54,1,0,1,16,1,11200,1,1,3895,1,0,8500,11200,11200,1,0
P,2.01E+12,2,1600,-9,22,1071861,42,62,1,1,1,16,2,0,6,1,,1,0,,0,1300,1,0
P,2.01E+12,1,1600,-9,22,1071861,37,49,1,0,1,16,1,80000,1,1,3190,1,0,7360,80000,80000,1,0
P,2.01E+12,2,1600,-9,22,1071861,43,44,1,1,1,16,2,25800,1,1,9470,1,0,3800,25800,25800,1,0
P,2.01E+12,3,1600,-9,22,1071861,40,22,5,2,3,21,2,21000,1,1,5070,6,0,3420,21000,21000,1,0
P,2.01E+12,4,1600,-9,22,1071861,43,18,5,2,1,16,1,5000,1,1,7580,6,0,7360,5000,5000,1,0
P,2.01E+12,5,1600,-9,22,1071861,35,9,5,2,2,7,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1402,-9,22,1071861,14,54,1,0,1,21,2,0,6,1,8560,1,0,2720,12000,39000,1,0
P,2.01E+12,2,1402,-9,22,1071861,13,54,1,1,1,16,1,68000,1,1,770,1,0,6200,68000,68000,1,0
P,2.01E+12,1,1300,-9,22,1071861,11,79,2,0,1,20,2,0,6,1,,3,0,,0,19800,2,0
P,2.01E+12,1,1300,-9,22,1071861,4,55,1,0,1,16,1,46000,1,1,9590,1,0,6355,46000,46130,1,0
P,2.01E+12,2,1300,-9,22,1071861,5,60,1,1,1,16,2,0,6,1,,1,0,,0,0,1,0
P,2.01E+12,1,1501,-9,22,1071861,12,29,5,0,1,22,1,45000,1,1,6990,6,0,4810,45000,45000,2,0
P,2.01E+12,1,1600,-9,22,1071861,19,68,1,0,1,22,2,0,6,1,,1,0,,0,185400,1,0
P,2.01E+12,2,1600,-9,22,1071861,21,70,1,1,1,16,1,0,6,1,,1,0,,0,28700,1,0
P,2.01E+12,3,1600,-9,22,1071861,15,18,5,7,3,13,1,4500,1,1,5480,6,0,4760,4500,4500,1,0
