RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,MAR,RELP,SCH,SCHL,SEX,WAGP,ESR,HISP,INDP,MSP,OC,OCCP10,PERNP,PINCP,RAC1P,RC
P,2.01E+12,2,1300,-9,22,1094136,17,46,1,1,1,16,2,48000,1,1,6370,1,0,5550,48000,48000,1,0
P,2.01E+12,3,1300,-9,22,1094136,16,19,5,2,1,16,1,18000,1,1,4880,6,0,9620,18000,18000,1,0
P,2.01E+12,1,1600,-9,22,1094136,3,73,2,0,1,14,2,0,6,1,,3,0,,0,10300,1,0
P,2.01E+12,1,1402,-9,22,1094136,41,65,4,0,1,16,1,5600,1,2,770,5,0,6260,5600,5600,8,0
P,2.01E+12,2,1402,-9,22,1094136,82,40,1,2,1,1,1,10200,3,2,770,2,0,6260,10200,10200,8,0
P,2.01E+12,1,1401,-9,22,1094136,41,29,1,0,1,19,1,5800,1,1,5380,1,0,5620,5800,5800,2,0
P,2.01E+12,2,1401,-9,22,1094136,34,28,1,1,1,22,2,41500,1,1,7890,1,0,2550,41500,41500,2,0
P,2.01E+12,3,1401,-9,22,1094136,43,10,5,4,3,8,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1402,-9,22,1094136,34,49,5,0,1,19,2,0,6,1,,6,0,,0,8800,2,0
P,2.01E+12,2,1402,-9,22,1094136,44,44,3,12,1,22,2,20800,1,1,5370,4,0,4700,20800,20800,1,0
P,2.01E+12,1,1502,-9,22,1094136,17,52,1,0,1,19,1,50000,1,1,7790,1,0,9130,50000,50000,1,0
P,2.01E+12,2,1502,-9,22,1094136,14,49,1,1,1,19,2,26000,1,1,5370,1,0,4700,26000,26000,1,0
P,2.01E+12,3,1502,-9,22,1094136,30,21,5,2,2,16,2,11000,1,1,8680,6,0,4150,11000,11000,1,0
P,2.01E+12,4,1502,-9,22,1094136,13,19,5,2,2,16,1,5000,1,1,8680,6,0,4130,5000,5000,1,0
P,2.01E+12,1,1501,-9,22,1094136,15,39,3,0,1,16,2,13000,1,1,7690,4,0,4230,13000,13000,2,0
P,2.01E+12,1,1501,-9,22,1094136,32,58,1,0,1,16,2,2000,6,1,8190,1,0,4230,2000,2000,2,0
P,2.01E+12,2,1501,-9,22,1094136,39,52,1,1,1,16,1,58000,1,1,770,1,0,6260,58000,58000,2,0
P,2.01E+12,3,1501,-9,22,1094136,33,19,5,2,2,14,1,0,3,1,8680,6,0,4050,0,0,2,0
P,2.01E+12,1,1502,-9,22,1094136,21,37,1,0,2,21,1,50000,1,1,8370,1,0,10,50000,62000,2,0
P,2.01E+12,2,1502,-9,22,1094136,18,34,1,1,1,21,2,26000,1,1,9480,1,0,1220,26000,26000,2,0
P,2.01E+12,3,1502,-9,22,1094136,26,15,5,2,2,12,1,0,,1,,6,1,,,5000,2,1
P,2.01E+12,4,1502,-9,22,1094136,18,11,5,2,2,7,1,,,1,,,1,,,,2,1
P,2.01E+12,5,1502,-9,22,1094136,18,10,5,2,2,6,1,,,1,,,1,,,,2,1
P,2.01E+12,6,1502,-9,22,1094136,22,15,5,4,2,12,2,0,,1,,6,1,,,0,2,1
P,2.01E+12,7,1502,-9,22,1094136,25,8,5,4,2,5,2,,,1,,,1,,,,2,1
P,2.01E+12,1,1502,-9,22,1094136,44,26,5,0,2,19,1,7700,3,1,9670,6,0,9820,7700,7700,1,0
P,2.01E+12,1,1401,-9,22,1094136,19,54,1,0,1,17,1,11500,1,1,8190,1,0,4030,11500,11500,1,0
P,2.01E+12,2,1401,-9,22,1094136,20,51,1,1,1,19,2,32000,1,1,8190,1,0,5700,32000,32000,1,0
P,2.01E+12,1,1502,-9,22,1094136,32,51,5,0,1,18,2,0,3,1,9920,6,0,9920,0,0,2,0
P,2.01E+12,1,1600,-9,22,1094136,4,80,2,0,1,16,2,0,6,1,,3,0,,0,37500,1,0
P,2.01E+12,1,1300,-9,22,1094136,18,61,2,0,1,16,1,0,6,1,2290,3,0,5800,0,26000,1,0
P,2.01E+12,1,1300,-9,22,1094136,4,63,1,0,1,23,2,96000,1,1,9570,1,0,2100,96000,99500,1,0
P,2.01E+12,2,1300,-9,22,1094136,5,65,1,1,1,24,1,0,1,1,7270,1,0,2100,38800,75000,1,0
P,2.01E+12,1,1600,-9,22,1094136,19,42,3,0,1,21,2,80000,1,1,4380,4,0,4850,80000,80000,1,0
P,2.01E+12,2,1600,-9,22,1094136,18,12,5,2,3,9,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1502,-9,22,1094136,18,20,1,0,2,19,2,1100,6,1,8680,2,0,4040,1100,1100,1,0
P,2.01E+12,2,1502,-9,22,1094136,10,19,5,12,2,19,2,1000,6,1,5170,6,0,4760,1000,1000,1,0
P,2.01E+12,1,1502,-9,22,1094136,61,24,1,0,1,18,2,25000,1,1,5790,1,0,4720,25000,25000,1,0
P,2.01E+12,2,1502,-9,22,1094136,47,23,1,1,1,20,1,22000,1,1,5790,1,0,4760,22000,22000,1,0
P,2.01E+12,1,1502,-9,22,1094136,26,25,4,0,1,18,2,0,6,1,4970,5,0,4720,0,6700,1,0
P,2.01E+12,2,1502,-9,22,1094136,56,6,5,2,2,2,2,,,1,,,1,,,,1,1
P,2.01E+12,3,1502,-9,22,1094136,41,3,5,2,1,1,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1502,-9,22,1094136,37,2,5,2,,,2,,,8,,,1,,,,9,1
P,2.01E+12,1,1501,-9,22,1094136,30,26,5,0,1,16,2,6300,1,1,5790,6,0,4720,6300,6300,2,0
P,2.01E+12,2,1501,-9,22,1094136,51,9,5,2,2,5,2,,,1,,,1,,,,2,1
P,2.01E+12,3,1501,-9,22,1094136,51,7,5,2,2,3,2,,,1,,,1,,,,2,1
P,2.01E+12,1,1402,-9,22,1094136,49,27,5,0,1,16,2,0,6,1,8980,6,0,4510,25000,25000,2,0
P,2.01E+12,2,1402,-9,22,1094136,57,9,5,2,2,6,1,,,1,,,1,,,,2,1
P,2.01E+12,3,1402,-9,22,1094136,57,7,5,2,2,3,1,,,1,,,1,,,,2,1
P,2.01E+12,4,1402,-9,22,1094136,57,6,5,2,2,2,1,,,1,,,1,,,,2,1
P,2.01E+12,5,1402,-9,22,1094136,57,5,5,2,2,1,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1402,-9,22,1094136,41,54,1,0,1,16,1,140000,1,1,490,1,0,6200,140000,140000,1,0
P,2.01E+12,2,1402,-9,22,1094136,47,46,1,1,1,19,2,45000,1,1,9490,1,0,430,45000,45000,1,0
P,2.01E+12,1,1402,-9,22,1094136,17,70,1,0,1,21,1,0,6,1,,1,0,,0,46700,1,0
P,2.01E+12,2,1402,-9,22,1094136,16,58,1,1,1,18,2,0,6,1,,1,0,,0,36200,1,0
P,2.01E+12,1,1600,-9,22,1094136,16,43,1,0,1,21,2,75000,1,1,5170,1,0,4700,75000,75400,1,0
P,2.01E+12,2,1600,-9,22,1094136,18,42,1,1,1,22,1,75000,1,1,5170,1,0,4700,75000,76000,1,0
P,2.01E+12,1,1502,-9,22,1094136,12,26,5,0,1,21,2,43000,1,1,7860,6,0,2310,43000,43000,1,0
P,2.01E+12,1,1600,-9,22,1094136,16,63,2,0,1,11,2,0,6,1,,3,0,,0,6900,1,0
P,2.01E+12,1,1401,-9,22,1094136,14,33,3,0,1,19,2,30000,1,1,7590,4,0,650,30000,30000,2,0
P,2.01E+12,2,1401,-9,22,1094136,17,14,5,2,2,12,2,,,1,,,1,,,,2,1
P,2.01E+12,1,1600,-9,22,1094136,10,21,1,0,1,17,2,3000,1,1,7270,1,0,9130,3000,3000,1,0
P,2.01E+12,2,1600,-9,22,1094136,16,25,1,1,1,17,1,30000,3,1,770,1,0,6230,30000,30000,1,0
P,2.01E+12,3,1600,-9,22,1094136,14,0,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1401,-9,22,1094136,55,22,5,0,3,19,1,29000,1,1,2270,6,0,7750,29000,29000,2,0
P,2.01E+12,2,1401,-9,22,1094136,57,3,5,2,2,1,1,,,1,,,1,,,,2,1
P,2.01E+12,3,1401,-9,22,1094136,46,0,5,2,,,2,,,1,,,1,,,,2,1
P,2.01E+12,4,1401,-9,22,1094136,46,0,5,2,,,2,,,1,,,1,,,,2,1
P,2.01E+12,5,1401,-9,22,1094136,43,21,5,13,1,19,2,24000,2,1,7590,6,0,4940,24000,24000,2,0
P,2.01E+12,1,1501,-9,22,1094136,15,63,3,0,1,16,2,0,6,1,5592,4,0,5610,0,8250,1,0
P,2.01E+12,1,1501,-9,22,1094136,20,25,5,16,1,20,2,0,6,1,5070,6,0,3420,0,0,2,0
P,2.01E+12,1,1501,-9,22,1094136,12,81,2,0,1,11,2,0,6,1,,3,0,,0,14800,2,0
P,2.01E+12,1,1502,-9,22,1094136,17,48,1,0,1,21,1,14000,1,1,570,1,0,7700,14000,14000,1,0
P,2.01E+12,2,1502,-9,22,1094136,13,47,1,1,1,20,2,0,6,17,,1,0,,0,0,8,0
P,2.01E+12,1,1300,-9,22,1094136,15,70,2,0,1,16,1,0,6,1,,3,0,,0,15600,9,0
P,2.01E+12,1,1600,-9,22,1094136,17,70,1,0,1,16,1,0,2,1,3190,1,0,5510,35000,49900,1,0
P,2.01E+12,2,1600,-9,22,1094136,17,69,1,1,1,19,2,0,6,1,8070,1,0,5120,0,5300,1,0
P,2.01E+12,1,1300,-9,22,1094136,11,51,5,16,1,12,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1300,-9,22,1094136,9,48,5,16,1,15,1,2000,6,1,770,6,0,6420,2000,2000,2,0
P,2.01E+12,1,1401,-9,22,1094136,56,36,3,0,1,19,2,30000,1,1,8190,4,0,3255,30000,36000,1,0
P,2.01E+12,2,1401,-9,22,1094136,43,15,5,2,2,12,2,0,,1,,6,1,,,0,1,1
P,2.01E+12,3,1401,-9,22,1094136,59,13,5,2,2,10,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1501,-9,22,1094136,11,79,2,0,1,10,2,0,6,1,,3,0,,0,7200,2,0
P,2.01E+12,1,1600,-9,22,1094136,21,54,4,0,1,12,2,0,6,1,,5,0,,0,3600,2,0
P,2.01E+12,1,1300,-9,22,1094136,18,65,1,0,1,22,1,0,6,1,7860,1,0,2320,0,62100,1,0
P,2.01E+12,2,1300,-9,22,1094136,14,59,1,1,1,20,2,0,6,1,,1,0,,0,3600,1,0
P,2.01E+12,3,1300,-9,22,1094136,30,93,5,6,1,7,1,0,6,1,,6,0,,0,40200,1,0
P,2.01E+12,1,1402,-9,22,1094136,5,23,5,0,1,19,2,0,3,1,7290,6,0,5860,0,12000,1,0
P,2.01E+12,2,1402,-9,22,1094136,7,2,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,3,1402,-9,22,1094136,9,26,5,13,1,17,1,18000,3,1,770,6,0,6440,18000,27200,1,0
P,2.01E+12,1,1600,-9,22,1094136,19,35,1,0,1,22,1,46000,1,1,7580,1,0,110,46000,46000,2,0
P,2.01E+12,2,1600,-9,22,1094136,13,30,1,1,1,23,2,18000,1,1,7270,1,0,2100,46000,46000,1,0
P,2.01E+12,1,1600,-9,22,1094136,18,46,1,0,1,21,2,59000,1,1,8190,1,0,3255,59000,59000,1,0
P,2.01E+12,2,1600,-9,22,1094136,18,40,1,1,1,19,1,77000,6,1,5592,1,0,10,77000,77000,1,0
P,2.01E+12,1,1501,-9,22,1094136,15,79,2,16,1,21,1,0,6,1,,3,0,,0,33100,1,0
P,2.01E+12,1,1501,-9,22,1094136,40,39,5,0,1,16,2,0,1,1,9290,6,0,4230,10800,10800,2,0
P,2.01E+12,2,1501,-9,22,1094136,51,16,5,2,1,12,1,0,6,1,,6,1,,0,0,2,1
P,2.01E+12,3,1501,-9,22,1094136,43,15,5,2,2,10,2,0,,1,,6,1,,,0,2,1
P,2.01E+12,4,1501,-9,22,1094136,57,11,5,2,2,7,2,,,1,,,1,,,,2,1
P,2.01E+12,1,1502,-9,22,1094136,17,54,1,0,1,23,1,39200,6,1,6990,1,0,2100,39200,47200,1,0
P,2.01E+12,2,1502,-9,22,1094136,25,52,1,1,1,18,2,0,1,1,7070,1,0,4920,32500,32500,1,0
P,2.01E+12,1,1501,-9,22,1094136,18,24,5,0,1,18,2,27000,1,1,6690,6,0,5240,27000,27000,2,0
P,2.01E+12,2,1501,-9,22,1094136,21,4,5,2,1,1,2,,,1,,,1,,,,2,1
P,2.01E+12,1,1300,-9,22,1094136,4,87,2,0,1,11,1,0,6,1,,3,0,,0,14200,1,0
P,2.01E+12,2,1300,-9,22,1094136,5,70,5,10,1,1,2,0,6,1,,6,0,,0,8100,1,0
P,2.01E+12,1,1600,-9,22,1094136,15,82,2,0,1,16,2,0,6,1,,3,0,,0,18000,2,0
P,2.01E+12,2,1600,-9,22,1094136,21,45,5,2,1,12,1,0,3,1,9920,6,0,9920,0,0,2,0
P,2.01E+12,1,1300,-9,22,1094136,8,78,1,0,1,16,1,30000,1,1,3190,1,0,7220,30000,45600,1,0
P,2.01E+12,2,1300,-9,22,1094136,8,74,1,1,1,18,2,0,6,1,,1,0,,0,5500,1,0
P,2.01E+12,3,1300,-9,22,1094136,15,20,5,11,1,16,1,35000,6,1,3960,6,0,1010,35000,35000,1,0
P,2.01E+12,4,1300,-9,22,1094136,13,19,5,11,1,19,1,0,6,1,7980,6,0,3640,0,0,1,0
P,2.01E+12,1,1502,-9,22,1094136,18,60,1,0,1,19,1,40000,1,1,6370,1,0,4220,40000,40000,1,0
P,2.01E+12,2,1502,-9,22,1094136,17,60,1,1,1,16,2,0,6,1,,1,0,,0,8400,1,0
P,2.01E+12,1,1501,-9,22,1094136,22,45,3,0,1,16,1,54000,1,1,6170,4,0,9130,54000,54000,1,0
P,2.01E+12,2,1501,-9,22,1094136,26,5,5,2,2,1,2,,,1,,,1,,,,9,1
P,2.01E+12,1,1401,-9,22,1094136,13,75,2,0,1,16,2,0,6,1,,3,0,,0,7200,1,0
P,2.01E+12,1,1402,-9,22,1094136,12,40,4,0,1,19,2,33700,1,2,3190,5,0,5120,33700,33700,9,0
P,2.01E+12,2,1402,-9,22,1094136,23,23,5,2,1,16,2,15000,1,2,4690,6,0,5860,15000,15000,9,0
P,2.01E+12,3,1402,-9,22,1094136,17,11,5,2,2,8,1,,,2,,,1,,,,9,1
P,2.01E+12,4,1402,-9,22,1094136,17,10,5,2,2,7,1,,,2,,,1,,,,9,1
P,2.01E+12,5,1402,-9,22,1094136,16,8,5,2,2,4,1,,,2,,,1,,,,9,1
P,2.01E+12,6,1402,-9,22,1094136,20,2,5,2,,,2,,,2,,,1,,,,9,1
P,2.01E+12,7,1402,-9,22,1094136,20,1,5,7,,,2,,,2,,,0,,,,9,1
P,2.01E+12,1,1501,-9,22,1094136,18,64,5,0,1,14,2,3600,1,1,5390,6,0,4900,3600,14800,2,0
P,2.01E+12,2,1501,-9,22,1094136,35,33,5,2,1,16,1,0,3,1,5380,6,0,4700,0,0,2,0
P,2.01E+12,3,1501,-9,22,1094136,23,25,5,2,1,19,2,7500,3,1,5790,6,0,4900,7500,7500,2,0
P,2.01E+12,1,1600,-9,22,1094136,12,30,3,0,1,21,1,15000,1,1,9090,4,0,725,39800,39800,1,0
P,2.01E+12,2,1600,-9,22,1094136,18,20,1,12,1,16,2,9000,2,1,8680,2,0,4720,9000,9000,1,0
P,2.01E+12,1,1502,-9,22,1094136,18,81,2,0,1,18,2,0,6,1,,3,0,,0,17000,1,0
P,2.01E+12,1,1600,-9,22,1094136,18,41,5,0,1,16,1,50000,1,1,2070,6,0,4220,50000,50000,1,0
P,2.01E+12,1,1600,-9,22,1094136,20,44,1,0,1,16,1,60000,1,1,7490,1,0,2910,60000,60000,1,0
P,2.01E+12,2,1600,-9,22,1094136,19,42,1,1,1,16,2,22000,1,1,7490,1,0,120,22000,22000,1,0
P,2.01E+12,3,1600,-9,22,1094136,38,19,5,2,3,19,2,3400,1,1,7490,6,0,5860,3400,3400,1,0
P,2.01E+12,4,1600,-9,22,1094136,24,14,5,2,2,11,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1501,-9,22,1094136,15,63,2,0,1,22,2,30000,1,1,7860,3,0,2310,30000,42100,2,0
P,2.01E+12,1,1600,-9,22,1094136,16,35,3,0,1,16,2,24000,1,1,4670,4,0,5610,24000,24000,1,0
P,2.01E+12,2,1600,-9,22,1094136,15,13,5,2,2,9,2,,,1,,,1,,,,1,1
P,2.01E+12,3,1600,-9,22,1094136,21,10,5,2,2,7,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1094136,67,48,1,0,1,16,2,18200,1,1,770,1,0,5120,18200,18200,1,0
P,2.01E+12,2,1600,-9,22,1094136,66,41,1,1,1,16,1,60000,1,1,8770,1,0,7210,60000,60000,1,0
P,2.01E+12,1,1502,-9,22,1094136,17,40,1,0,1,21,2,27500,1,1,7860,1,0,2010,27500,27500,2,0
P,2.01E+12,2,1502,-9,22,1094136,18,41,1,1,1,21,1,58000,1,1,9480,1,0,1050,58000,58000,2,0
P,2.01E+12,3,1502,-9,22,1094136,21,16,5,2,2,13,2,0,6,1,,6,1,,0,0,2,1
P,2.01E+12,4,1502,-9,22,1094136,17,12,5,2,2,10,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1402,-9,22,1094136,13,27,5,0,1,18,1,51000,1,1,490,6,0,6800,51000,52500,1,0
P,2.01E+12,2,1402,-9,22,1094136,21,52,4,6,1,17,1,51000,1,1,490,5,0,8140,51000,51000,1,0
P,2.01E+12,1,1401,-9,22,1094136,15,55,1,0,1,19,1,89000,1,1,7290,1,0,1360,89000,89000,1,0
P,2.01E+12,2,1401,-9,22,1094136,17,55,1,1,1,22,2,68000,1,1,7870,1,0,2200,68000,70400,1,0
P,2.01E+12,1,1501,-9,22,1094136,25,68,1,0,1,16,1,0,6,1,,1,0,,0,13000,2,0
P,2.01E+12,2,1501,-9,22,1094136,28,52,1,1,1,15,2,0,3,1,5390,1,0,4720,0,0,2,0
P,2.01E+12,3,1501,-9,22,1094136,65,24,5,2,1,16,2,16000,1,1,8680,6,0,4110,16000,16000,2,0
P,2.01E+12,4,1501,-9,22,1094136,51,3,5,7,2,1,2,,,1,,,0,,,,2,1
P,2.01E+12,1,1402,-9,22,1094136,17,54,1,0,1,16,2,66000,1,1,6870,1,0,120,66000,67200,1,0
P,2.01E+12,2,1402,-9,22,1094136,16,49,1,1,1,19,1,0,1,1,770,1,0,6230,17000,38000,1,0
P,2.01E+12,1,1502,-9,22,1094136,24,18,5,0,2,18,1,10000,1,1,8680,6,0,4020,17000,17000,1,0
P,2.01E+12,2,1502,-9,22,1094136,37,19,5,12,2,18,1,10000,1,1,8680,6,0,4120,10000,10000,1,0
P,2.01E+12,1,1501,-9,22,1094136,15,81,1,16,1,16,1,0,6,1,,2,0,,0,34500,2,0
P,2.01E+12,1,1402,-9,22,1094136,23,61,1,0,1,19,2,34000,1,1,7470,1,0,5120,34000,34000,1,0
P,2.01E+12,2,1402,-9,22,1094136,32,65,1,1,1,16,1,0,1,23,7280,1,0,940,80000,80000,1,0
P,2.01E+12,1,1300,-9,22,1094136,22,27,5,0,1,16,2,28000,1,1,8270,6,0,3500,28000,31800,2,0
P,2.01E+12,2,1300,-9,22,1094136,30,9,5,2,2,6,2,,,1,,,1,,,,2,1
P,2.01E+12,3,1300,-9,22,1094136,23,5,5,2,2,2,1,,,1,,,1,,,,2,1
P,2.01E+12,4,1300,-9,22,1094136,19,0,5,2,,,2,,,1,,,1,,,,2,1
P,2.01E+12,1,1502,-9,22,1094136,11,21,5,0,2,19,1,3500,1,1,8680,6,0,4110,3500,3500,1,0
P,2.01E+12,2,1502,-9,22,1094136,18,21,5,12,2,19,1,4700,1,1,7870,6,0,1050,4700,4700,1,0
P,2.01E+12,3,1502,-9,22,1094136,17,20,5,12,2,19,1,5000,6,1,7680,6,0,7130,5000,5000,1,0
P,2.01E+12,1,1600,-9,22,1094136,18,39,1,0,1,17,1,70000,1,1,770,1,0,430,70000,70000,1,0
P,2.01E+12,2,1600,-9,22,1094136,18,34,1,1,1,17,2,23400,1,1,770,1,0,5700,23400,23400,1,0
P,2.01E+12,1,1402,-9,22,1094136,56,79,1,0,1,19,1,90000,1,1,9390,1,0,410,90000,90000,1,0
P,2.01E+12,2,1402,-9,22,1094136,52,76,1,1,1,20,2,13200,1,1,9470,1,0,3730,13200,13200,1,0
P,2.01E+12,1,1600,-9,22,1094136,15,31,1,0,1,20,1,49300,1,1,6990,1,0,1006,49300,49300,1,0
P,2.01E+12,2,1600,-9,22,1094136,19,31,1,1,1,21,2,40000,1,1,2570,1,0,430,40000,40000,1,0
P,2.01E+12,3,1600,-9,22,1094136,17,6,5,2,2,3,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1600,-9,22,1094136,19,2,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1401,-9,22,1094136,48,47,1,0,1,21,1,292000,1,1,8370,1,0,420,292000,519000,2,0
P,2.01E+12,2,1401,-9,22,1094136,27,44,1,1,1,19,2,17400,1,1,8190,1,0,5860,17400,17400,2,0
P,2.01E+12,1,1300,-9,22,1094136,15,47,1,0,1,16,2,20000,1,1,5380,1,0,4720,20000,20000,1,0
P,2.01E+12,2,1300,-9,22,1094136,37,49,1,1,1,16,1,35000,1,1,7870,1,0,7315,35000,35000,1,0
P,2.01E+12,3,1300,-9,22,1094136,23,20,5,2,2,19,2,900,1,1,8090,6,0,3600,900,900,1,0
P,2.01E+12,4,1300,-9,22,1094136,18,23,5,15,2,18,1,30000,1,1,570,6,0,6355,30000,30000,1,0
P,2.01E+12,1,1402,-9,22,1094136,21,48,1,0,1,16,1,292000,1,1,2290,1,0,10,292000,292000,1,0
P,2.01E+12,2,1402,-9,22,1094136,21,47,1,1,1,16,2,0,6,1,,1,0,,0,0,1,0
P,2.01E+12,1,1600,-9,22,1094136,15,72,1,0,1,15,2,0,6,1,,1,0,,0,5600,1,0
P,2.01E+12,2,1600,-9,22,1094136,16,71,1,1,1,11,1,0,6,1,,1,0,,0,22800,1,0
P,2.01E+12,1,1600,-9,22,1094136,22,50,1,0,1,22,1,30000,1,1,8370,1,0,5940,30000,30000,2,0
P,2.01E+12,2,1600,-9,22,1094136,18,55,1,1,1,19,2,55000,1,1,9380,1,0,740,55000,55000,2,0
P,2.01E+12,1,1401,-9,22,1094136,21,54,1,0,1,16,1,142000,1,1,2290,1,0,7700,142000,142000,1,0
P,2.01E+12,2,1401,-9,22,1094136,22,51,1,1,1,16,2,64000,1,1,2290,1,0,5600,64000,64000,1,0
P,2.01E+12,1,1402,-9,22,1094136,17,60,1,0,1,19,2,0,6,1,,1,0,,0,9200,1,0
P,2.01E+12,2,1402,-9,22,1094136,18,61,1,1,1,21,1,40800,1,1,8180,1,0,350,40800,127800,1,0
P,2.01E+12,1,1502,-9,22,1094136,17,56,1,0,1,20,2,0,6,1,7970,1,0,3255,0,0,1,0
P,2.01E+12,2,1502,-9,22,1094136,18,55,1,1,1,15,1,100000,1,1,3190,1,0,10,100000,110200,1,0
P,2.01E+12,1,1600,-9,22,1094136,25,57,1,0,1,19,1,56000,1,1,6470,1,0,20,56000,56000,1,0
P,2.01E+12,2,1600,-9,22,1094136,33,51,1,1,2,21,2,80000,1,1,8190,1,0,3255,80000,80000,1,0
P,2.01E+12,3,1600,-9,22,1094136,24,21,5,2,2,19,1,16000,1,1,6470,6,0,40,16000,16000,1,0
P,2.01E+12,4,1600,-9,22,1094136,33,16,5,2,2,13,1,0,6,1,,6,1,,0,0,1,1
P,2.01E+12,1,1501,-9,22,1094136,33,49,5,0,1,16,2,7800,6,1,8470,6,0,4600,7800,7800,2,0
P,2.01E+12,1,1600,-9,22,1094136,13,22,5,0,1,16,2,14000,1,1,8170,6,0,5810,14000,14000,1,0
P,2.01E+12,2,1600,-9,22,1094136,16,2,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,3,1600,-9,22,1094136,22,27,4,13,1,17,1,0,6,1,6290,5,0,9620,0,0,1,0
P,2.01E+12,1,1300,-9,22,1094136,17,73,3,16,1,16,2,0,6,1,,4,0,,0,15700,2,0
P,2.01E+12,1,1600,-9,22,1094136,19,31,3,0,1,1,2,0,6,1,,4,0,,0,10500,1,0
P,2.01E+12,2,1600,-9,22,1094136,41,19,5,5,1,16,2,4500,1,1,4970,6,0,4720,4500,4500,1,0
P,2.01E+12,1,1600,-9,22,1094136,22,50,1,0,1,17,1,70000,1,1,7590,1,0,5100,70000,70000,1,0
P,2.01E+12,2,1600,-9,22,1094136,35,50,1,1,1,16,2,15000,1,1,5380,1,0,2630,15000,15000,1,0
P,2.01E+12,3,1600,-9,22,1094136,25,24,5,2,2,19,1,30000,1,1,4970,6,0,7810,30000,30000,1,0
P,2.01E+12,4,1600,-9,22,1094136,25,21,5,2,1,20,1,24000,1,1,8770,6,0,7150,24000,24000,1,0
P,2.01E+12,5,1600,-9,22,1094136,15,17,5,2,2,14,2,0,6,1,,6,1,,0,0,1,1
P,2.01E+12,1,1502,-9,22,1094136,13,50,5,0,1,20,1,56000,1,1,4890,6,0,4700,56000,56000,1,0
P,2.01E+12,2,1502,-9,22,1094136,15,43,3,13,1,15,1,30900,1,1,4890,4,0,5620,35900,35900,1,0
P,2.01E+12,1,1401,-9,22,1094136,12,52,2,0,1,22,2,45000,1,1,9170,3,0,420,45000,45000,2,0
P,2.01E+12,2,1401,-9,22,1094136,20,25,5,2,2,19,1,0,6,1,5380,6,0,5240,0,3600,2,0
P,2.01E+12,3,1401,-9,22,1094136,17,17,5,2,3,14,1,0,6,1,,6,1,,0,12000,2,1
P,2.01E+12,4,1401,-9,22,1094136,23,49,2,5,1,16,2,0,6,1,1180,3,0,6040,0,0,2,0
P,2.01E+12,1,1402,-9,22,1094136,41,35,4,0,1,20,2,65000,1,1,2280,5,0,700,65000,65000,2,0
P,2.01E+12,1,1600,-9,22,1094136,12,36,1,0,1,21,2,52000,1,1,7270,1,0,2145,52000,52000,1,0
P,2.01E+12,2,1600,-9,22,1094136,15,40,1,1,1,16,1,52000,1,1,6290,1,0,7140,52000,52000,1,0
P,2.01E+12,3,1600,-9,22,1094136,13,7,5,2,2,4,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1600,-9,22,1094136,12,2,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1300,-9,22,1094136,11,48,5,16,1,14,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1501,-9,22,1094136,15,53,1,0,1,20,2,0,6,1,770,1,0,9120,0,2400,2,0
P,2.01E+12,2,1501,-9,22,1094136,21,52,1,1,1,1,1,24000,1,1,770,1,0,6260,24000,24000,2,0
P,2.01E+12,3,1501,-9,22,1094136,23,25,5,2,3,21,2,5000,1,1,8190,6,0,9620,5000,5000,2,0
P,2.01E+12,1,1402,-9,22,1094136,18,26,1,0,1,21,1,45000,1,1,6570,1,0,20,45000,45050,1,0
P,2.01E+12,2,1402,-9,22,1094136,15,24,1,1,1,21,2,26000,1,1,6990,1,0,2010,26000,26000,1,0
P,2.01E+12,1,1600,-9,22,1094136,45,28,1,0,1,21,2,38000,1,1,7860,1,0,2310,38000,38000,1,0
P,2.01E+12,2,1600,-9,22,1094136,67,28,1,1,1,16,1,60000,1,1,770,1,0,6260,60000,60000,1,0
P,2.01E+12,3,1600,-9,22,1094136,54,8,5,2,2,4,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1600,-9,22,1094136,63,8,5,2,2,3,1,,,1,,,1,,,,1,1
P,2.01E+12,5,1600,-9,22,1094136,51,3,5,2,3,1,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1094136,24,41,3,0,1,16,1,0,6,1,4680,4,0,120,0,18000,1,0
